бязь,"агъ (ди, ар)"
"облегчиться (душевно, морально)","йиркIв алавес (- алавей, - алайшуна, - алаях, - алайшуб, - алмева)"
одежда (один предмет),кан
отфильтровать,кетас
оторваться,кеттархьас
отрываться,кеттархьас
отцепиться,кеттархьас
отцепляться,кеттархьас
опадать,кехъас
осыпать (ся),кехъас
оказаться (кому-л где-л),"кичархьас (кичархьай, кичархьуна, -, кичархьуб, -)"
оказываться (кому-л где-л),"кичархьас (кичархьай, кичархьуна, -, кичархьуб, -)"
освободить,"ккеттивас (ккеттивай, ккеттивуна, ккеттив, ккеттивуб, ккеттимива)"
освобождать,"ккеттивас (ккеттивай, ккеттивуна, ккеттив, ккеттивуб, ккеттимива)"
оконченный,ккиркIуф
основывать,ккихьас
одежда,кунар
облик,"куц (а, -)"
олово,къалай
овчина (старый кусок),къарг
осленок,"къемч (у, ар)"
окраина,"къирагъ (ди, ар)"
облако,"къири (-, бур)"
опора,"кьаб (у, ар)"
основание,"кьаб (у, ар)"
отступать,кьабахъ дивас
отступивший,кьабахъ дивуф
опаздывать,кьанахьас
обрубок,кьатI
окурок,кьатI
отрезок,кьатI
отрывок,кьатI
отчаянный,кьехIелф
обложка,кьул
озабоченный,"кьунац / ай (и, аяр / яр)"
очертание,кIалиб
отара,кIаратI
оберег,"кIедж (и, ар)"
острие,кIекIв
обнаглеть,кIилил алгъучIас
обувь,"лекар (и, -)"
одеяло,лехIеф
оспа,ликь
орел,"лиI (ура, ер)"
орлинный,лиIуранф
обезьяна,маймун
очерк,"макьала (йи, бур)"
отсюда,масаас
очаг,"мац (а, ар)"
очистить,мертт акьас
очищать,мертт акьас
овчарня,"мехь (и, ер)"
отсюда,мидас
олень,мирг
опыт,мукьуф
окисел,мурс
опора,"мурхьил (и, ар)"
отчаянно,муш кидавай
орнамент,накьиш
откуда,нандиас
одуванчик,неккдин IуькI
очередь,"нубат (и, ар)"
очень,ппара
оседлать,пурар алихьас
отдых,"рехIет (рехIетти, -)"
окрасить,"рихьес (рихьей, рихьина, рихь, рихьиб, марихьа)"
окрашивать,"рихьес (рихьей, рихьина, рихь, рихьиб, марихьа)"
остывать,"ругъас (ругъай, ругъуна, ругъ, ругъуб, маругъа)"
остынуть,"ругъас (ругъай, ругъуна, ругъ, ругъуб, маругъа)"
охладить (ся),"ругъас (ругъай, ругъуна, ругъ, ругъуб, маругъа)"
охлаждать (ся),"ругъас (ругъай, ругъуна, ругъ, ругъуб, маругъа)"
опьянеть,"руфас (руфай, руфуна, руф, руфуб, маруфа)"
опьяненный,руфуф
однажды,сагелай
одноразовый,сагелайинф
один,сад
объединить,сад акьас
объединять,сад акьас
объединиться,сад хьас
объединяться,сад хьас
одинаковый,сасуманф
одиноко,сатти
образ,"сурат (и, ар)"
одр,"суьри (-, бур)"
обвинять,"тахсир кикIас (- кикIай, - кикIуна, - кикI, - кикIуб, - кимикIа)"
осуждать,"тахсир кикIас (- кикIай, - кикIуна, - кикI, - кикIуб, - кимикIа)"
обручатсья,ттур йирхIас
обручиться,ттур йирхIас
окно,"тIагар (и, ар)"
оконный,тIагаринф
опухать,"тIагIас (тIаргIай, тIагIун, тIагI, тIагIуб, матIаргIа)"
опухнуть,"тIагIас (тIаргIай, тIагIун, тIагI, тIагIуб, матIаргIа)"
опухоль,тIагIуб
опухший,тIагIуф
ощипать,удас
ощипывать,удас
обжаренный,уджуф
ощипанный,удуф
отверстие,улуд
охранять,ухIас
охраник,ухIаф
охрана,ухIуб
отливать (в форму),уьцIас
отпускать,"фатас (фартай, фатуна, фате, фатуб, фамарта)"
отпустить,"фатас (фартай, фатуна, фате, фатуб, фамарта)"
отпускать,фадатас
отпустить,фадатас
отпущенный,фадатуф
обязанность,фарз
отнимать,"фаттивас (фаттивай, фаттивуна, фаттив, фаттивуб, фаттимива)"
отнять,"фаттивас (фаттивай, фаттивуна, фаттив, фаттивуб, фаттимива)"
отнятый,фаттивуф
отдай,фача
отдавать,"фачиянас (фачиянди, фачийина, фачи, фачийиб, фачимияна)"
отдать,"фачиянас (фачиянди, фачийина, фачи, фачийиб, фачимияна)"
отведи,фаях
отнеси,фаях
обжора,фунтай
обратно,хаб
орех,хев
оборониться,"хъагъишас (хъагъишай, хъагъишина, хъагъиш, хъагъишиб, хъагъмиша)"
оборонять (ся),"хъагъишас (хъагъишай, хъагъишина, хъагъиш, хъагъишиб, хъагъмиша)"
оборона,хъагъишиб
ограбить,"хъадикIенас (хъадиркIенди, хъадикIина, хъадикIен, хъадикIиб, хъадимркIена)"
отвязать,"хъатас (хъартай, хъатуна, хъат, хъатуб, хъамарта)"
отвязывать,"хъатас (хъартай, хъатуна, хъат, хъатуб, хъамарта)"
отставать,хъаттархьас
отстать,хъаттархьас
обсуждать (кого-л),хъаттхурас
